Tabela/View;Português do Brasil (Nativo);Espanhol
E140SEG;Vendas - Notas Fiscais de Saída - Informações de seguro;Ventas - Facturas de Salida - Informaciones de seguro
E140SIW;Integração WMS - Nota Fiscal de Saída - Situação da integração com WMS;Integración WMS - Factura de Salida - Situación de la integración con WMS
E140TAX;Vendas - Notas Fiscais de Saída - Itens de Produtos - Taxas;Ventas - Facturas Venta - Ítems de Productos - Tasas
E140TER;Vendas - Notas Fiscais de Saída - Itens de Produtos - Terminais Adicionais NFCom;Ventas - Facturas salientes - Artículos de productos - Terminales NFCom adicionales
E140TNF;Tabelas - Notas Fiscais de Saída - Diversos;Tablas - Facturas de Salida - Totalizadores
E140TSV;Vendas - Notas Fiscais de Saída - Itens de Produtos - NF Taxas Serviço;Ventas - Facturas de Salida - Elementos de Productos - FF Tarifas Servicios
E140UNC;Vendas - Nota Fiscal de Saída - Composição do Conhecimento de Transporte - Unidades de Carga;Ventas - Factura de salida- Composición del conocimiento de transporte - Unidades de Carga
E140UNT;Vendas - Nota Fiscal de Saída - Composição do Conhecimento de Transporte - Unidades de Transporte;Ventas - Factura de salida - Composición del conocimiento de Transporte - Unidades de Transporte
E140VFE;Tabelas - Notas Fiscais de SaÃ­da - Valores de Financiamento Externo;Tablas - Facturas de Salí­da - Valores de Financiamiento Externo
E140VPE;Vendas - Nota Fiscal de Saída - Vale Pedágio;Ventas - Factura de Salida - Bono Peaje
E140VTR;Vendas - Nota Fiscal de Saída - Dados do Conhecimento de Transporte - Veículos Transportados;Ventas - Factura de salida - Datos del Conocimiento de transporte - Vehículos Transportados
E143CHE;Distribuidor - Romaneio de Acerto - Cheques;Distribuidor - Remisión de Ajuste - Cheques
E143DEV;Distribuidor - Romaneio de Acerto - Devoluções;Distribuidor - Remisión de Ajuste - Devoluciones
E143DIA;Distribuidor - Romaneio de acerto - Diárias do motorista;Distribuidor - Remisión de Ajuste - diarias del conductor
E143DUP;Distribuidor - Romaneio de Acerto - Duplicatas;Distribuidor - Remisión de Ajuste - Copia Facturas
E143DVI;Distribuidor - Romaneio de Acerto - Despesas de Viagem;Distribuidor - Remisión de Ajuste - Gastos de Viaje
E143IPV;Distribuidor - Romaneio de Acerto - Itens de Notas Fiscais de Saída;Distribuidor - Remisión de Ajuste - Ítems de Facturas de Venta
E143LCN;Distribuidor - Romaneio de Acerto - Ligação do Cheque as Notas Fiscais;Distribuidor - Remisión de Ajuste - Relación del Cheque a las Facturas
E143LCT;Distribuidor - Romaneio de Acerto - Ligação do Cheque aos Títulos;Distribuidor - Remisión de Ajuste - Relación del Cheque a los Títulos
E143NFV;Distribuidor - Romaneio de Acerto - Notas Fiscais de Saída;Distribuidor - Remisión de Ajuste - Facturas Venta
E143PAG;Distribuidor - Romaneio de acerto - Contas a pagar;Distribuidor - Remisión de Ajuste - Cuentas a Pagar
E143PEN;Distribuidor - Romaneio de Acerto - Pendências;Distribuidor - Remisión de Ajuste - Pendencias
E143ROM;Distribuidor - Romaneio de Acerto - Dados Gerais;Distribuidor - Remisión de Ajuste - Datos Generales
E143TRO;Distribuidor - Romaneio de Acerto - Troco;Distribuidor - Remisión de Ajuste - Cambio
E143VAL;Distribuidor - Romaneio de Acerto - Vales;Distribuidor - Remisión de Ajuste - Cupón/Vale
E145CCD;Vendas - Controle de Embarques - Carga e Descarga;Ventas - Control de Embarques - Carga y Descarga
E145CLD;Vendas - Controle de Embarques - Local de Descarregamento;Ventas - Control de Embarques - Local de Descargue
E145CMP;Vendas - Controle de Embarques - Componentes do Pagamento;Ventas - Control de Embarques - Componentes del Pago
E145EBQ;Vendas - Controle de Embarques - Dados Gerais;Ventas - Control de Embarques - Datos Generales
E145NEX;Vendas - Controle de Embarques - Notas fiscais de saída do exportador;Ventas - Control de Embarques - Factura de salida del exportador
E145NFV;Vendas - Controle de Embarques - Composição Notas Fiscais;Ventas - Control de Embarques - Composición de Facturas
E145OCE;Vendas - Controle de Embarques - Ocorrências;Ventas - Control de Embarques - Incidentes
E145PAR;Vendas - Controle de Embarques - Parcelas;Ventas - Control de Embarques - Cuotas
E145VAE;Vendas - Controle de Embarques - Valores;Ventas - Control de Embarques - Valores
E146CMP;Vendas - Carregamentos de Pedidos - Componentes do Itens do Carregamento;Ventas - Cargamentos de Pedidos - Componentes de los Ítems del Cargamento
E146CPE;Vendas - Carregamentos de Pedidos;Ventas - Cargamentos de Pedidos
E146ITE;Vendas - Carregamentos de Pedidos - Itens de Pedido;Ventas - Cargamentos de Pedidos - Ítems del Pedido
E146OBS;Vendas - Carregamentos de Pedidos - Observações;Ventas - Cargamentos de Pedidos - Observaciones
E147EIE;Varejo - Controle de Entregas - Entregas dos itens;Minorista - Control de Entregas - Entregas de los ítems
E147ENT;Varejo - Controle de Entregas - Dados Gerais;Minorista - Control de Entregas - Datos Generales
E147HIS;Varejo - Controle de Entregas - Histórico;Minorista - Control de Entregas - Histórico
E147ITE;Varejo - Controle de Entregas - Itens da Entrega;Minorista - Control de Entregas - Elementos de la Entrega
E147NFS;Varejo - Controle de Entregas - Notas Fiscais;Minorista - Control de Entregas - Facturas
E147OCO;Varejo - Controle de Entregas - Ocorrências;Minorista - Control de Entregas - Ocurrencias
E147VAE;Varejo - Controle de Entrega - Valores;Minorista - Control de Entrega - Valores
E150NFF;Vendas - Notas Fiscais Fatura - Dados Gerais;Ventas - Facturas - Datos Generales
E150NFV;Vendas - Notas Fiscais Fatura - Composição;Ventas - Facturas - Composición
E150OBS;Vendas - Notas Fiscais Fatura - Observações;Ventas - Facturas - Observaciones
E150PNF;Vendas - Notas Fiscais Fatura - Parcelas;Ventas - Facturas - Cuotas
E150RAT;Vendas - Notas Fiscais Fatura - Rateios;Ventas - Facturas - Prorrateos
E160CDV;Vendas - Contratos - Produtos/derivações válidas (produtos homologados);Ventas - Contratos Productos/derivaciones válidas (productos homologados)
E160CLI;Vendas - Contratos - Ligação clientes x contratos;Ventas - Contratos - Conexión clientes x contratos
E160CTR;Vendas - Contratos - Dados gerais;Ventas - Contratos - Datos Generales
E160CVP;Vendas - Contratos - Itens de produto;Ventas - Contratos - Ítems de producto
E160CVS;Vendas - Contratos - Itens de serviço;Ventas - Contratos - Ítems de servicio
E160EMP;Vendas - Contratos - Tabela de empenhos;Ventas - Contratos - Tabla de Pignoraciones
E160GRU;Vendas - Contratos - Grupos de produtos;Ventas - Contratos - Grupos de productos
E160IMO;Vendas - Contratos - Itens das formas de pagamento;Ventas - Contratos - Ítems de la forma de pago
E160IPR;Vendas - Contratos - Itens de Produto - Reforma tributária;Ventas - Contratos - Ítems de Producto - Reforma tributaria 
E160ISR;Vendas - Contratos - Itens de Serviço - Reforma tributária;Ventas - Contratos - Ítems de Servicio - Reforma tributaria 
E160LOG;Vendas - Contratos - Log;Ventas - Contratos - Log
E160LPS;Vendas - Contratos - Ligação dos Produtos aos Serviços do Contrato;Ventas - Contratos - Conexión de los Productos a los Servicios del Contrato
E160MAP;Vendas - Contratos - Mensagens para Agrupamentos de Produtos do Contrato;Ventas - Contratos - Mensajes para Agrupamientos de Productos del Contrato
E160OBS;Vendas - Contratos - Observações;Ventas - Contratos - Observaciones
E160PAR;Vendas - Contratos - Parcelas;Ventas - Contratos - Cuotas
E160RAT;Vendas - Contratos - Rateios;Ventas - Contratos - Prorrateos
E160REA;Vendas - Contratos - Históricos dos reajustes;Ventas - Contratos - Históricos de los reajustes
E160REP;Vendas - Contratos - Repasses para fornecedores;Ventas - Contratos - Repases para los proveedores
E160TER;Vendas - Notas Fiscais de Saída - Itens de Produtos - Terminais Adicionais NFCom;Ventas - Facturas salientes - Artículos de productos - Terminales NFCom adicionales
E170COL;Vendas - Coletas - Dados Gerais;Ventas - Búsquedas - Datos Generales
E170OBS;Vendas - Coletas - Observações;Ventas -  Búsquedas - Observaciones
E170VEI;Vendas - Coletas - Veículo e Motorista;Ventas - Búsquedas - Vehículo y Conductor
E171COT;Vendas - Coletas - Cotações de Frete;Ventas - Búsquedas - Cotizaciones de Flete
E171VEI;Vendas - Coletas - Veículos das Cotações de Frete;Ventas - Búsquedas - Vehículo de las Cotizaciones de Flete
E172IMA;Transporte - Manifesto - Itens;Transporte - Manifiesto - Ítems
E172MAN;Transporte - Manifesto - Dados Gerais;Transporte - Manifiesto - Datos Generales
E173CFR;Transporte - Carta Frete;Transporte - Carta Flete
E180CFW;Tabelas - Integrações - WMS - Cancelamento de faturamento de ordem de separação WMS;Tablas - Integraciones - WMS - Cancelación de facturación de orden de separación WMS
E180DLS;Tabelas - Integrações - WMS - Distribuição de lotes e séries;Tablas - Integraciones - WMS - Distribución de lotes y series
E180EOW;Tabelas - Integrações - WMS - Eventos de ordem WMS;Tablas - Integraciones - WMS - Eventos de orden WMS
E180IPF;Tabelas - Integrações - WMS - Itens de ordem WMS originada de pré-fatura;Tablas - Integraciones - WMS - Elementos de orden WMS originada de pre-factura
E180IPO;Tabelas - Integrações - WMS - Itens de ordem WMS originada de apontamento produção;Tablas - Integraciones - WMS - Elementos de orden WMS originada de apuntamiento producción
E180ITO;Tabelas - Integrações - WMS - Itens de ordem WMS;Tablas - Integraciones - WMS - Elementos de orden WMS
E185CFF;Integração - Operador Logístico - Ligação Classificação Fiscal x Família;Integración - Operador Logístico - Clasificación Fiscal x Conexión Familiar
E185CFG;Integração - Cadastros - Configurações - Configuração de integração ERP WMS Silt;Integración - Registros - Configuraciones - Configuración de integración ERP WMS Silt
E185CFP;Integração - Operador Logístico - Ligação Classificação Fiscal x Produto;Integración - Operador Logístico - Clasificación Fiscal x Conexión de Producto
E185GKO;Integração - Configurações - Configuração de integração ERP GKO;Integración - Configuración - Configuración de integración de GKO ERP
E185MOT;Integração - Cadastros - Configurações - Motivos de bloqueio do pedido de venda;Integración - Registros - Configuraciones - Motivos de bloqueo del pedido de venta
E185PRO;Integração - Cadastros - Produtos;Integración - Registros - Productos
E185PRS;Integração - Cadastros - Ligação de produtos;Integración - Registros - Relación de productos
E185TNS;Integração - Cadastros - Configurações - Ligação Transação x CFOP;Integración - Registros - Configuraciones - Relación Transacción x CFOP
E190HCF;Tabelas - Integrações - Varejo Terceiros - Hash Cupom Fiscal;Tablas - Integraciones - Minoristas Terceros - Hash Comprobante Fiscal
E190HPV;Tabelas - Integrações - Varejo Terceiros - Hash Pedido Venda;Tabla - Integraciones - Minorista Terceros - Hash Pedido Venta
E190HSC;Tabelas - Integrações - Varejo Terceiros - Hash Cadastro;Tabla - Integraciones - Minorista Terceros - Hash Registro
E190IPE;Itens de pedido para geração do Registros do PAF-ECF (Varejo Terceiros);Elementos de pedido para generación de Registro del PAF-ECF* (Minorista Terceros)
E191CPT;Tabelas - Integrações - Configurações Parâmetros Tipos;Tablas - Integraciones - Configuraciones Parámetros Tipos
E191CPV;Tabelas - Integrações - Configurações Parâmetros Valores;Tablas - Integraciones - Configuraciones Parámetros Valores
E191FII;Tabelas - Integrações - Flags internas de integração;Tablas - Integraciones - Banderas de integración interna
E192DRS;Tabelas - Sincronização Cadastros - Definição de registros sinc. de cadastros;Tablas - Sincronización Registros - Definición de registros sinc. de registros
E198GED;X Platfom - GED - Tipos de Arquivo para GED;Plataforma X - GED - Tipos de archivos para GED
E198GVA;X Platfom - GED - Tipos de Arquivo para GED - Variáveis Armazenamento;Plataforma X - GED - Tipos de archivos para GED - Variables de almacenamiento
E199CPM;IntegraÃ§Ã£o Senior X - Controle de processamento de mensagens;Integración Senior X - Control de procesamiento de mensajes
E199PSU;Integrações - G5 x G7 - Parâmetros para integração com Suprimentos G7;Integraciones - G5 x G7 - Parámetros para integración con Suministros G7
E199ROT;IntegraÃ§Ãµes Senior X - Rotinas;Integraciones Senior X - Rutinas
E204CUR;Estoques - Cadastro - Curvas de classificação de estoques;Acciones - Registro - Curvas de clasificación de acciones
E204FXN;Estoques - Cadastro - Ligação Família x Níveis de curvas de classificação de estoques;Acciones - Registro - Family Link x Niveles de curvas de clasificación de acciones
E204HCL;Estoques - Curvas de Classificação de Estoques - Histórico de classificação automática;Acciones - Curvas de clasificación de acciones - Historial de clasificación automática
E204NIC;Estoques - Cadastro - Níveis de curvas de classificação de estoques;Acciones - Registro - Niveles de las curvas de clasificación de acciones
E204OXN;Estoques - Cadastro - Ligação Origem x Níveis de curvas de classificação de estoques;Acciones - Registro - Enlace Origen x Niveles de las curvas de clasificación de acciones
E204PXN;Estoques - Cadastro - Ligação Produto/Derivação x Níveis de curvas de classificação de estoques;Existencias - Registro - Producto/Enlace Derivación x Niveles de las curvas de clasificación de acciones
E205DEP;Estoques - Depósitos - Cadastro;Stocks - Depósitos - Maestros
E205DXP;Estoques - Depósitos - Produtos não Permitidos;Stocks - Depósitos - Productos no Permitidos
E205DXT;Estoques - Depósitos - Ligação Depósito X Transação;Depósitos - Depósitos - Relación Depósito X Transacción
E205END;Estoques - Depósitos - Endereçamento de Produtos;Stocks - Depósitos - Dirección
E205LFD;Estoques - Depósitos - Ligações Filial x Depósito;Depósitos - Depósitos - Relación Sucursal x Depósito
E205MDE;Estoques - Depósitos - Máscaras;Stocks - Depósitos - Máscaras
E205MEN;Estoques - Depósitos - Famílias de endereçamento produto;Depósitos - Depósitos - Familias de direccionamiento producto
E205RAT;Estoques - Depósitos - Rateios;Stocks - Depósitos - Prorrateos
E207ATD;Estoques - Requisições - Tabela auxiliar de Atendimentos;Existencias - Requisiciones - Mesa de Servicios Auxiliares
E207DLS;Estoques - Requisições - Entrada, Vencimento Lote e Série;Stocks - Solicitudes - Entrada, Vencimiento Lote y Serie
E207EME;Estoques - Requisições;Stocks - Requisiciones
E207RAT;Estoques - Requisições - Rateios;Stocks - Requisiciones - Prorrateos
E210ACM;Estoques - Acúmulos Mensais (Consumo, Entradas e Devoluções);Stocks - Acúmulos Mensuales (Consumo, Entrada y Devoluciones)
E210CCA;Estoques - Cortes para controle de Análise de Reposição;Stocks - Cortes para control de Análisis de Reposición
E210CCD;Estoques - Consignações por Depósito;Stocks - Consignaciones por Depósito
E210CEI;Estoques - Controle Individual por Código de Barras;Stocks - Control Individual por Código de Barras
E210CEV;Controle de Estoque do Varejo;Control de Depósito de la venta al Por Menor  
E210CSG;Estoques - Consignações;Stocks - Consignaciones
E210CTR;Controle de Processo Sapiens Varejo;Control de Proceso Sapiens Venta al Por Menor
E210DEA;Estoques - Documentos do movimento de estoque agrupado;Stocks - Documentos del movimiento de stock agrupado
E210DLS;Estoques - Produtos por Depósito, Data Entrada/Validade, Lote e Série;Stocks - Productos por Depósito, Fecha de Entrada/ Validez, Lote y Serie
E210DRE;Estoques - Documento de reserva;Depósitos - Documento de reserva
E210EAV;Estoques - Arquivos de estoque do varejo;Depósitos - Archivos de Depósito de la Venta al Por Menor 
E210EFI;Estoques - Conteúdo das Embalagens de Estocagem (Volume);Depósitos - Contenido de los Paquetes de Deposito (Volumen)
E210EMA;Estoques - Cadastro de Análise de Evolução do Estoque Mínimo Automatizado;Acciones - Registro Automatizado de Análisis de Evolución de Acciones Mínimas
E210EMB;Estoques - Embalagens de Estocagem;Stocks - Empaques de Stock
E210END;Estoques - Estoque Negativo no dia;Stocks - Stock Negativo del día
E210EPD;Estoques - Conteúdo das Embalagens de Estocagem;Stocks - Contenido de los Embalajes de Stock
E210EST;Estoques - Produtos por Depósito;Stocks - Productos por Depósito
E210EXC;Estoques - Movimentos Excluídos;Stocks - Movimientos Excluidos
E210FEM;Estoques - Faixa de Evolução do Estoque Mínimo Automatizado;Acciones - Rango de evolución de stock mínimo automatizado
E210HEM;Estoques - Histórico de Evolução do Estoque Mínimo Automatizado;Acciones - Historial automatizado de evolución de existencias mínimas
E210HIS;Estoques - Histórico de reserva;Depósitos - Histórico de reserva
E210LFI;Estoques - Conteúdo das Embalagens de Estocagem (Volume - Lotes);Depósitos - Contenido de los Paquetes de Deposito (Volumen - Lotes)
E210LIG;Estoques - Ligação de Movimentos;Stocks - Conexión de Movimientos
E210MEA;Estoques - Movimento de estoque agrupado;Stocks - Movimiento de stock agrupado
E210MEA_TMP;Estoques - Movimento de estoque agrupado - Temporária;Stocks - Movimiento de stock agrupado - Temporal
E210MED;Estoques - Preço médio por filial;Stocks - Precio medio por sucursal
E210MIN;Estoques - Quantidades Mínimas para Reposição;Stocks - Cantidades Mínimas para Recambio
E210MMF;Estoques - Preço Médio Mensal Fixo;Depósitos - Precio Medio Mensual Fijo
E210MPM;Estoques - Movimentos - Preço Médio Depósito;Acciones - Movimientos - Precio Promedio Depósito
E210MVP;Estoques - Movimentos;Stocks - Movimientos
E210OBS;Estoques - Observações;Stocks - Observaciones
E210OSF;Estoques - Saldos físicos mensais - Observações;Stocks - Saldos físicos mensuales - Observaciones
E210PMD;Estoques - Preço Médio Depósito;Acciones - Precio Promedio Depósito
E210PNU;Estoques - Produtos Numerados;Stocks - Productos Enumerados
E210RAT;Estoques - Rateios dos Movimentos;Stocks - Prorrateos de los Movimientos
E210RES;Estoques - Produtos Reservados;Depósitos - Productos Reservados
E210SCM;Estoques - Saldos Consignados Mensais;Stocks - Saldos Consignados Mensuales
E210SFC;Estoques - Saldos Consignados Mensais por Depósito;Stocks - Saldos Consignados Mensuales por Depósito
E210SFE;Estoques - Saldos Físicos Mensais;Stocks - Saldos Físicos Mensuales
E210SLB;Estoques - Saldos da Limpeza de Base;Stocks - Saldo de la Limpieza de Base
E210TRA;Estoques - Valorização Transferências;Acciones - Transferencias de valoración
E213IQT;Estoques - Quebra Técnica - Itens;Depósitos - Quiebra Técnica - Elementos
E213QBT;Estoques - Quebra Técnica - Dados Gerais;Depósitos - Quiebra Técnica - Datos Generales
E215DET;Estoques - Detalhes de Execução de Fechamento / Atualização de Estoques;Inventarios - Detalles de ejecución de cierre / Actualización de inventario 
E215FES;Estoques - Fechamento dos Estoques;Depósito - Cierre de los Depósitos 
E215MAC;Estoques - Movimentos de Acertos não Gerados;Acciones: movimientos de impacto no generados
E215REG;Estoques - Registros de Fechamento / Atualização de Estoques;Inventarios - Registros de cierre/actualización de inventario 
E220CLS;Estoques - Inventários - Contagens por Lote e Série;Stocks - Inventarios - Recuento por Lotes y Serie
E220CON;Estoques - Inventários - Contagens;Stocks - Inventarios - Recuento
E220DCL;Estoques - Inventários - Documento das contagens por Lote e Série;Stocks - Inventarios - Documento de los recuentos por Lote y Serie
E220DLS;Estoques - Inventários - Itens de Produto - Distribuição de Lotes e Séries;Stocks - Inventarios - Ítems de Producto - Distribución de Lotes y Serie
E220DOC;Estoques - Inventários - Documentos das Contagens;Stocks - Inventarios - Documentos de los Recuentos
E220EMB;Estoques - Inventários de Embalagens - Dados Gerais;Stocks - Inventarios de Empaques - Datos Generales
E220INV;Estoques - Inventários - Dados Gerais;Stocks - Inventarios - Datos Generales
E220ITE;Estoques - Inventários - Itens de Produto;Stocks - Ítems de Producto
E220IVE;Estoques - Inventários  de Embalagens - Itens;Stocks - Inventarios  de Empaques - Ítems
E220JCO;Estoques - Inventários - Contagens - Justificativas;Depósitos - Inventario - Computo -  Justificativas
E220JLS;Estoques - Inventários - Contagens por Lote e Série - Justificativas;Depósitos - Inventarios - Computo por Lote y Serie - Justificativas
E250CTC;Cota Capital - Movimentações - Dados Gerais.;Cuota Capital - Movimientos - Datos Generales
E250DIS;Cota Capital - Movimentação Itens - Critério de Distribuição.;Cuota Capital - Movimiento Elementos - Criterio de Distribución
E250FIX;Cota Capital - Movimentações Itens - Fixação;Cuota Capital - Movimientos Elementos - Fijación
E250ICT;Cota Capital - Movimentações - Movimentação Itens;Cuota Capital - Movimientos - Movimiento Elementos
E250NFC;Cota Capital - Movimentações Itens - Nota Fisca Entrada;Cuota Capital - Movimientos Elementos - Factura Entrada
E250NFV;Cota Capital - Movimentações Itens - Nota Fisca Saída;Cuota Capital - Movimientos Elementos - Factura Salida
E250PFO;Cota Capital - Movimentações Itens - Contrato Participação Forncedor;Cuota Capital - Movimientos Elementos - Contrato Participación Proveedor
E250TCP;Cota Capital - Movimentações Itens - Contas a Pagar;Cuota Capital - Movimientos Elementos - Cuentas a Pagar
E250TCR;Cota Capital - Movimentações Itens - Contas a Receber;Cuota Capital - Movimientos Elementos - Cuentas a Recibir
E250TCT;Cota Capital - Movimentações Itens - Transferência;Cuota Capital - Movimientos Elementos - Transferencia
E250VCT;Cadastro de Valores de Cota Capital;Registro de Valores de Cuota Capital
E260PRN;Ato Cooperado - Proporcionalidade do Movimento de Ato Cooperado;Acto Cooperado - Proporcionalidad del Movimiento de Acto Cooperado
E301AVM;C. Receber - Registro do Ajuste a Valor de Mercado;C. Recibir - Registro del Ajuste a Valor de Mercado
E301AVP;C.Receber - Registro do Ajuste a Valor Presente;C. Receber - Registro de Ajuste a Valor Presente
E301BNK;C. Receber - Títulos - ERP Banking;C. Recibir - Valores - ERP Bancario
E301CCV;C. Receber - Títulos - Valores utilizados pelos clientes conveniados;Valores utilizados por los clientes conveniados
E301CTI;C. Receber - Títulos - Dados de Cobrança Pagamento;C. Recibir - Títulos - Datos de Cobranza Pago
E301HDC;C. Receber - Títulos - Histórico dos Dados de Cobrança;C. Recibir - Títulos - Histórico de los Datos de Cobranza
E301LAJ;C.Receber - Ajuste a Valor Presente - Log;C. Recibir - Ajuste a Valor Presente -  Log
E301LCR;C. Receber - Variação Cambial - Log de Processamento;C. Recibir - Variación Cambial - Log de Procesamiento
E301LVM;C.Receber - Ajuste a Valor de Mercado - Log;C.Recibir - Ajuste a Valor de Mercado - Log
E301MAR;C. Receber - Títulos - Movimentos Ajuste Valor Presente;C. Recibir - Títulos - Movimientos Ajuste Valor Presente
E301MCR;C. Receber - Títulos - Movimentos;Cuenta a Recibir - Títulos - Movimientos
E301MOR;C. Receber - Títulos - Observações;C. Recibir - Títulos - Observaciones
E301MVM;C. Receber - Títulos - Movimentos de Ajuste a Valor de Mercado;C. Recibir - Títulos - Movimientos de Ajuste a Valor de Mercado
E301MVR;C. Receber - Títulos - Movimento Variação Cambial;C. Recibir - Títulos - Movimiento Variación Cambial
E301OSU;C. Receber - Substituição - Composição;C.por Recibir - Substitución - Composición
E301RAR;C. Receber - Títulos - Rateio dos Movimentos do Ajuste Valor Presente;C. Recibir - Títulos - Prorrateo de Movimientos de Ajuste Valor Presente
E301RAT;C. Receber - Títulos - Rateios dos Movimentos;C. Recibir - Títulos - Prorrateos de los Movimientos
E301RET;C. Receber - Substituição - Dados Gerais;C. por Recibir - Substitución - Datos Generales
E301SRT;C. Receber - Títulos - Simulação da Renegociação de Títulos;C.Recibir -  Títulos - Simulación de Renegociación de Títulos
E301TAN;Tabelas - Integrações - Títulos faturados no autenticador externo;Tablas - Integraciones - Títulos facturados en el autenticador externo
E301TCR;C. Receber - Títulos - Dados Gerais;C. Recibir - Títulos - Datos Generales
E301TPC;C. Receber - Títulos - Dados de Cobrança;C. Recibir - Títulos - Datos de Cobranza
E301TPX;C. Receber - Títulos - Dados do PIX;C. Recibir - Títulos - Datos PIX
E301VCR;C. Receber - Registro da Variação Cambial;C. Recibir - Registro de la Variación Cambial
E302PAP;C. Receber - Títulos - Posições títulos analítica por Portador;C. Recibir - Títulos - Posiciones títulos analítico por Portador
E302PTP;C. Receber - Títulos - Posições títulos por Portador;C. Recibir - Títulos - Posiciones títulos por Portador
E310ECO;C. Receber - Títulos - Registro dos Títulos para Encontro de Contas;C. Recibir - Títulos - Registro de los Títulos para Encuentro de Cuentas
E310ITB;C. Receber - Instruções de Títulos p/ Banco;C. Recibir - Instrucciones de Títulos para Banco
E310ITR;C. Receber - Instruções de Preparações p/ Banco;C. Recibir - Instrucciones de Preparaciones para Banco
E310PEF;C. Receber - Títulos - Registro dos Títulos para Pendências Financeiras;C. Recibir - Títulos - Registro de los Títulos para Pendencias Financieras
E310RPR;C. Receber - Títulos - Registro dos Títulos para Preparação da CE;C. Recibir - Títulos - Registros de los Títulos para Preparación de la CE
E315CRD;Financeiro - Critério de Distribuição;Financiero - Criterio de Distribución
E315PAR;Financeiro - Critério de Distribuição - Parcelas;Financiero - Criterio de Distribución - Parcelas
E315TIT;Financeiro - Critério de Distribuição - Títulos;Financiero - Criterio de Distribución - Títulos
E320ACB;C.Receber - Cobrança - Assessorias de Cobrança;C.Recibir - Cobranza - Asesorías de Cobranza
E320ACI;C.Receber - Cobrança - Acionamentos de Clientes em Cobrança;C.Recibir - Cobranza - Accionamientos de Clientes en Cobranza
E320DMF;C.Receber - Cobrança - Definição de Metas de Cobrança por Fases;C.Recibir - Cobranza - Definición de Metas de Cobranza por Fases
E320DMG;C.Receber - Cobrança - Definição de Metas Globais de Cobrança;C.Recibir - Cobranza - Definición de Metas Globales de Cobranza
E320DMO;C.Receber - Cobrança - Definição de Metas de Cobrança por Operadores;C.Recibir - Cobranza - Definición de Metas de Cobranza por Operadores
E320FCA;C.Receber - Cobrança - Fases de Comissão das Assessorias de Cobrança;C.Recibir - Cobranza - Fases de Comisión de las Asesorías de Cobranza
E320FCB;C.Receber - Cobrança - Fases de Cobrança;C.Recibir - Cobranza - Fases de Cobranza
E320GOC;C.Receber - Cobrança - Grupo de Operadores de Cobrança;C.Recibir - Cobranza - Grupo de Operadores de Cobranza
E320LAF;C.Receber - Cobrança - Ligação de Assessorias Cobrança X Fases;C.Recibir - Cobranza - Relación de Asesorías Cobranza X Fases
E320LFO;C.Receber - Cobrança - Ligação de Operadores Cobrança X Filiais;C.Recibir - Cobranza - Relación de Operadores Cobranza X Sucursales
E320LGA;C.Receber - Cobrança - Ligação de Grupo de Operadores Cobrança X Acionamentos;C.Recibir - Cobranza - Relación de Grupo de Operadores Cobranza X Accionamientos
E320LGO;C.Receber - Cobrança - Ligação de Operadores de Cobrança X Grupos de Empresas;C.Recibir - Cobranza - Relación de Operadores de Cobranza X Grupo de Empresas
E320LOC;C.Receber - Cobrança - Ligação de Operadores de Cobrança X Clientes;C.Recibir - Cobranza - Relación de Operadores de Cobranza X Clientes
E320LOE;C.Receber - Cobrança - Ligação de Operadores de Cobrança X Estados;C.Recibir - Cobranza - Relación de Operadores de Cobranza X Provincia
E320LOF;C.Receber - Cobrança - Ligação de Operadores Cobrança X Fases;C.Recibir - Cobranza - Relación de Operadores Cobranza X Fases
E320LOG;C.Receber - Cobrança - Ligação de Operadores Cobrança X Grupo;C.Recibir - Cobranza - Relación de Operadores Cobranza X Grupo
E320LOP;C.Receber - Cobrança - Ligação de Operadores de Cobrança X CEP;C.Recibir - Cobranza - Relación de Operadores de Cobranza X CP
E320LOR;C.Receber - Cobrança - Ligação de Operadores de Cobrança X CNPJ Raiz;C.Recibir - Cobranza - Relación de Operadores de Cobranza por CNPJ* Raíz
E320OCB;C.Receber - Cobrança - Operadores de Cobrança;C.Recibir - Cobranza - Operadores de Cobranza
E320OPC;C.Receber - Cobrança - Órgãos de Proteção ao Crédito;C.Recibir - Cobranza - Órganos de Protección al Crédito
E320PMF;C.Receber - Cobrança - Premiação de Metas de Cobrança por Fases;C.Recibir - Cobranza - Premiación de Metas de Cobranza por Fases
E320PMO;C.Receber - Cobrança - Premiação de Metas de Cobrança por Operador;C.Recibir - Cobranza - Premiación de Metas de Cobranza por Operador
E321ATC;C.Receber - Cobrança - Acionamento de Títulos em Cobrança;C.Recibir - Cobranza - Accionamiento de Títulos en Cobranza
E322AGR;C.Receber - Cobrança - Agrupamento de Títulos Renegociados;C. Por Cobrar - Cobranza - Agrupación de Títulos Renegociados
E322AGS;C. Receber - Cobrança - Agrupamento de Títulos Renegociados - Simulação;C. Recibir - Cobranza - Agrupamiento de Títulos Renegociados - Simulación
E322DSR;C. Receber - Cobrança - Detalhes da Simulação da Renegociação;C. Recibir - Cobranza - Detalles de la Simulación de la Renegociación
E322OTA;C.Receber - Cobrança - Ocorrência de Títulos em Assessorias de Cobrança;C.Recibir - Cobranza - Incidente de Títulos en Asesorías de Cobranza
